Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
네?!  ,Yeah,1.000000,1.000000,0.843826
이 새끼 모르는 척 하는거 봐,attend make-believe you dont jazz this prick,0.653280,0.635251,0.737675
증거도 없이 무조건 범인으로 몰아세우지 마세요. ,Dont crusade him to the perpetrator without evidence,0.601019,0.579472,0.773512
너 증거 라 그랬냐? 그래서 지난번 조회시간에도 뻔히 네 녀석이 ,Did you articulate evidence indeed yet in the last inquiry meter your guy cable is obvious,0.633841,0.680035,0.776179
전 장난은 쳐도 살인은 하지 않습니다.,I act a antic but I dont defeat,0.553401,0.733557,0.802887
이 선생! 진정해.,This teacher calmness down,0.603449,0.685603,0.749338
지금 진정하게 생겼습니까?,make up it truthful instantly,0.693636,0.756140,0.804981
지금 뭐하는 거예요. ,What be you answer immediately,0.594551,0.603441,0.711083
제가 한 거 아니에요. 제가 안했습니다. ,I didnt act it I didnt,0.529298,0.676553,0.835222
아니긴 뭐가 아니야! 이 새끼야! ,No not what This shit,0.460872,0.606342,0.825348
"선생님, 이나 자리에 혜영이 핸드폰이 있어요. ",instructor Hyeyoung get a cell headphone in the tush,0.688725,0.686791,0.775119
강이나 너 그 핸드폰 어디서 났어...,Where act the river or you stick that electric cell sound,0.547470,0.685053,0.782853
선생님이 기숙사 다녀오라고 하셨을 때 복도에서 주은 거예요...,When the instructor tell me to endure to the student residence I present it in the hall,0.605113,0.661903,0.771849
니들 둘이 친하니까 짜고 했을 수도 있잖아. ,You two might exist salty because youre ending,0.555585,0.653587,0.812891
죽을래? 시발 놈아,Wan na give out screwing,0.559975,0.559975,0.752943
선생님 앞에서 무슨 짓이야,What exist you get along in front of the instructor,0.531259,0.665447,0.825990
하지 마 ,Do not,0.345589,0.445083,0.699713
왜 학교 전화가 다 안 되는 거예요?,Why lingo I draw all my school day yell,0.539883,0.688273,0.785921
그러게 말예요 전화가 안 되니까 영~ 깝깝 스럽구만 이것이 뭔 일이래~ ,I tilt piddle a telephone set shout then Im sorry but this is what it is,0.557196,0.725023,0.802250
저기가 어딘 것 같아요?,What get along you intend there constitute,0.529615,0.757160,0.822716
글쎄요 잘 모르겠는데요?,good Im not sure,0.555230,0.673653,0.871711
잘 좀 봐요. 아저씨,shoot a good smell Mister,0.551232,0.551232,0.714417
이래 뵈도 수위경력 10년이 넘는데 제가 학교 안 가본 곳이 어디 있겠어요?. ,Since and so she sustain been in the pee for over 10 old age but where hold I been to schooling,0.587688,0.647861,0.781387
저 아저씨도 핸드폰이 안 되나요?,Doesnt he still get a jail cell telephone set,0.606138,0.652703,0.738797
그러게 내 핸드폰도 안 켜지던데 밧떼리가 다 돼서 안 된다고 생각하고 있었는데 ,I didnt good turn on my cell sound like that but I make up think that the electric battery should follow get,0.685325,0.687063,0.761115
뭐야 저거 ....,What be that,0.520411,0.636112,0.708533
아~,Oh,0.717157,0.717157,0.779137
야 이놈들아 뭐하는 거야 질서 있게 행동 못해 ,Hey what exist you practice you tilt act as in orderliness,0.607605,0.635513,0.732586
야 너 거기 서... 거기 안서 ... ,Hey you stick out there not stand there,0.667433,0.671673,0.764008
이 선생 나가서 경찰에 신고 좀 해. 애들 내가 통제 할 테니까,get out there and call the law Because the nestling will hold me,0.560897,0.682953,0.793374
나가면 죽는 다고 그랬잖아요. 어떻게 나가요. ,You enunciate you conk when you get going out How to engender out,0.576965,0.625657,0.789188
그럼 애들 이렇게 놔 둘 꺼야?,thence exist you decease to depart the kids like this,0.567441,0.697690,0.828331
지금 나가다 진짜 변을 당하면 어떻게 하려구요.,What should I act if I begin out and stimulate a existent fecal matter mightily right away,0.577349,0.649345,0.781822
그 말을 믿어요?,act you believe that,0.557870,0.557870,0.653949
지금 이게 장난처럼 보여요? 그럼 선생님이 나가세요.,come this looking like a prank instantly and then the instructor last out,0.646841,0.698307,0.752976
니들 정말 말 안 들을래? 안 되겠어 내가 나갔다 올께요.,set you really want to mind nobelium Im get out,0.569501,0.617775,0.811989
집으로 갈래요 / 보내주세요 / 무서워요.,I desire to endure household broadcast me Im mark,0.566757,0.587710,0.765645
진짜 무슨 일 생기면 어떻게 하려고 그래요? ,What would you set if something real encounter,0.553156,0.665017,0.791871
그렇다고 가만히 있을 수는 없잖아요.,But you cant stay even so,0.478774,0.647283,0.829816
그걸 하나 못 막고 있어요?,Cant you halt it,0.513835,0.715004,0.855149
그럼 남자애들이 밀어 붙이는데 어떡하라는 거예요.,and so the son be push and stick to,0.487767,0.716591,0.836363
선생님 싸우고만 계시지 말고....,instructor dont exactly battle,0.651731,0.631946,0.786063
아저씨 아이들 막아요.,check your youngster,0.581182,0.688171,0.754695
넌 누구니?,Who embody you,0.539876,0.466005,0.694747
저는 창인 외고 3학년 3반 김동혁 입니다.,Im Donghyuk Kim in 3rd grade at Changin Foreign heights schooltime,0.654519,0.654519,0.745845
니가 왜 여기 있다고 생각해?,Why get along you intend you exist hither,0.574412,0.672845,0.775883
살려 주세요! 제발 살려 주세요.,aid me delight write me,0.424364,0.572869,0.865682
이제 죄를 고백 하거라. 무엇을 잘못했니?,today concede your hell What make you act wrong,0.553369,0.647162,0.781072
살려 주세요. 정말 잘못 했어요.  아 아~,aid me I equal actually wrong Ah ah,0.596015,0.597964,0.831937
죄를 고백 하거라...,Confess your hell,0.546431,0.687319,0.764070
그게 ... 나쁜 짓을 했습니다. 너무 욕심을 냈어요.,good I did something sorry I exist and so greedy,0.597399,0.679973,0.784378
이치영 . 이선생 . 야 임마 ,Lee ChiYoung Teacher Hey dude,0.544273,0.679244,0.771589
진정 하세요...,equanimity down,0.670727,0.594157,0.734805
지금 진정하게 생겼어요?,come you in truth attend decent today,0.691627,0.697724,0.736089
그럼 계속 이렇게 울고만 있을 꺼예요? 문제를 풀던 동혁 이를 찾던 무슨 수를 써야할 것 아녜요.,and so will you continue squall like this Donghyuk who lick the trouble I wasnt certain what to indite,0.591682,0.627829,0.808340
선생님 진정 하세요.  야 니들 올라가 있어.,delight still down Hey you cat make up up,0.566966,0.676938,0.798162
니가 뭔데 올라가라 마라야... ,What be you,0.214076,0.458223,0.924249
그럼 여기서 뭐 할 껀데? ,and so what exist you move to set hither,0.527265,0.715256,0.762975
그래 얼른 올라가서 차근차근 해결하자.... 선생님 얼른요.,Okay LET belong upwardly and lick it gradually sir,0.566334,0.685255,0.820500
선생님 답을 학교 강당에 적으라고 했잖아요. 강당으로 가요...,I say you to publish your solvent in the school residence Lets belong to the auditorium,0.598105,0.624120,0.756097
아저씨 전화선 좀 연결해서 외부와 연락을 해 주세요.,Please join your telephone lineage and adjoin the outside,0.617654,0.623799,0.785892
죽일 거야. 죽일 거야,Im proceed to kill Im proceed to kill,0.486772,0.674411,0.823909
다 나 때문이야. 내가 이 선생을 죽였어,Its all about me I defeat this instructor,0.667779,0.693642,0.743724
선생님 때문에 그런 거 아니 예요. 기운 내세요. 선생님이 이러시면 저희는 어떻게 해요.,Its not because of the instructor Cheer up What answer we execute if the instructor does this,0.660619,0.666739,0.768943
두 번째 문제 답은 뭘까? 너희들 중에 집히는 사람 없니?,What make up the resolution to the second doubt None of you get blame up,0.616338,0.609701,0.737183
욕심에 대한 얘기를 중국 철학자들이 안 한 사람이 어딨어요. ,There equal no unity who didnt differentiate Chinese philosopher about greed,0.598322,0.598322,0.744455
문제를 내고 있는 이유를 알아야 될 꺼 같아요...,I mean you should do it why youre take in a job,0.538367,0.687082,0.839181
하~ ,Ha,1.000000,1.000000,1.000000
무슨 넌센스 같은 문제일수도 있잖아요. ,It could exist a problem like nonsense,0.619659,0.633242,0.795962
시간은 가고 미치겠다. 얼마나 남았어? ,sentence exist conk and blend in crazy How much embody impart,0.562908,0.655469,0.812931
보이세요?,Can you consider it,0.409526,0.521598,0.848995
답을 풀어야 해 빨리 뭐야 도대체 답이 뭐냐구...,I take to work the result What is the answer,0.495396,0.559202,0.808472
아 이렇게 무기력 할 수 있다니... ,Ah you can be helpless like this,0.629855,0.688615,0.760551
어떤 놈이 이런 짓을 하는 거야 어떤 미친놈이...  ,Some cat exist set this Some crazy guy cable exist,0.705578,0.705578,0.714837
일단 애들을 어떻게 할지 생각해 봐요 ,firstly intend about what the kids will practice,0.698774,0.644594,0.742980
어떻게 시체가 혼자 움직이지?,How does the body proceed only,0.621993,0.605837,0.811293
카메라가 이 안에 있어. 그렇지 않고서는 이렇게 될 수가 없어... 범인이 이 안에 있어요...,The television camera exist inside Otherwise it cant exist like this The sea wolf exist in this,0.620106,0.719575,0.755515
선생님 재욱이 없어요 재욱이 ......없어졌어요.,Teacher Jaewook exist not there Jaewook exist endure,0.627272,0.697866,0.759979
재욱이? 어떻게 된 거야 언제 없어 졌어.,Jaewook What take place When it melt,0.627506,0.676541,0.774133
모르겠어요. 갑자기 안보여요... ,I make out not make out short I cant ascertain,0.580968,0.606951,0.767311
이나야 어디가 얼른 와 혼자 다니지 말고...,Ina dont get anyplace and conk out solo,0.684828,0.726886,0.776818
제가 따라 갈께요.,I will take after,0.468493,0.627893,0.784831
왜 그래?,What is it,0.807672,0.850593,0.801741
등수대로 죽고 있어. ,Im death of the beacon light,0.633917,0.633917,0.681533
무슨 소리야?,What be you sing about,0.598905,0.585960,0.757870
진짜.... ,rattling,0.627597,0.696040,0.764061
선생님한테 가자 ,net ball extend to the teacher,0.643002,0.666314,0.785611
시체에 답을 적어 놨어요.,I save downwardly the result on the trunk,0.560517,0.610693,0.770024
뭐라구요?,What make you pronounce,0.339571,0.480193,0.777306
시체에 해답을 적고 있는 거예요,Im pen the solvent on the consistence,0.718352,0.718352,0.698509
뭐라고 써있는 데요?,What make it allege,0.490976,0.715980,0.777668
죄악은 밖에서 오는 것이 아니라 내부에 있는 것이다. ,Sin act not get from outdoor but from inside,0.593357,0.636287,0.768665
동혁이 시체에 답을 적어 놨데.,Donghyuk save the solvent on the body,0.720405,0.720405,0.733140
진짜?...,rattling,0.627597,0.696040,0.764061
야 있잖아 이렇게 돌아다니면 누가 죽을지 모르니까,Hey you get laid if you walk around like this,0.514755,0.653315,0.836674
기숙사라고 안전하겠냐?,exist it safe to exist a student residence,0.496752,0.644152,0.806803
이제 다음 사람이 누가 죽을지 모르잖아 ,today the next individual doesnt bed who will break down,0.540176,0.634131,0.784720
그러면 여기 있는 사람 다 모여 있으면 돼지..,and then if everyone here is meet the fuzz,0.544865,0.702260,0.795000
야 이 멍충아 상황 파악이 안 돼?,Hey tilt you interpret the situation,0.545917,0.596299,0.793664
아 이제 상황 파악이 된다. 하긴 선생님하고 같이 있다고 안전 한 것도 아닌 것 같어. ,Oh today I can see the position I dont think its safe to constitute with the instructor,0.611613,0.633808,0.791341
저기.... 나도 가면 안 될까?,Hey can I sound,0.490459,0.637521,0.866502
안 되겠어요. 강당 뒤를 가봐야지,I slant I sustain to conk out behind the auditorium,0.564600,0.648579,0.783353
그냥 있어요. 괜히 잘난 척하다 다치지 말고...,scarce get along nothing Dont get pain by act to exist indeed good,0.616111,0.645515,0.776945
선생님 나한테 왜 그래요?,instructor why me,0.494904,0.682899,0.846326
애들 들어요. 조용히 얘기해요. 내가 뭘요?,mind to the child sing softly What exist I,0.616926,0.641485,0.725746
왜 말끝마다 트집을 잡느냐구요. 말 좀 이쁘게 할 수 없어요? ,Why make up you clean up every word camber you pronounce something pretty,0.597469,0.615410,0.783150
말 이쁘게 해서 잘 보일 일 있나요? ,be there anything you can hold to make it take care middling,0.533128,0.676676,0.812692
엄연히 내가 선생님보다 선배예요.,stringently Im older than the instructor,0.610800,0.633697,0.763769
선후배 무슨 상관 이죠? 실력이 중요 하지,What do senior junior care Skill exist not important,0.617149,0.617149,0.775515
애들 가르치는 게 실력만으로 되는 거예요? ,exist it just good to instruct youngster,0.658405,0.759765,0.804524
아 인격이 풍부하단 말씀을 하고 싶은 거죠? ,Oh you need to suppose that you birth a bunch of personality,0.636871,0.652875,0.723413
됐어요. 그만합시다. ,Thats Okay LET turn back,0.507889,0.576201,0.707754
근데 학교 밖을 나가면 진짜 죽는 걸까?,But is it really exit to exit if you get out of schooling,0.665512,0.665512,0.752602
너 무슨 생각 하는 거야...,What be you mean,0.390651,0.587064,0.862438
명효 데리고 확 나가버려..,require Myeonghyo and drop dead out,0.582292,0.610208,0.769501
이 선생님 못 봤어? 괜한 생각 하지마라 ,take in you take care this instructor Dont think its okay,0.597296,0.597296,0.758210
거봐 내가 하자는 대로 하니까 훨씬 좋지?,search its much good because I make what I want,0.464513,0.635580,0.787977
남자여자 방을 따로 쓰면 안 될까? 나 옷도 좀 갈아입고 싶은데 ,Can we employ a separate male person and female elbow room I desire to alter my dress,0.607279,0.569805,0.755609
야 안 돼 지금은 똘똘 뭉쳐 있어야 된다니까... 야 남자애들 돌아있어 얘 옷 갈아입는 다잖아,I cant serve it decent directly I hold to exist tight together Hey son embody back and theyre switch their clothes,0.663044,0.640572,0.739551
아니야 됐어 그냥 있을래....,No I just need to exist,0.554434,0.720856,0.775108
명효야~ 명효야,Myeonghyoya Myeonghyoya,0.578416,0.578416,0.721860
너 이 녀석 위험한데 어딜 갔다 왔어?,Youre unsafe but where take in you cost,0.594072,0.677872,0.805382
선생님 명효 어딨어요?,Wheres Myeonghyo instructor,0.568667,0.632371,0.745730
어? 조금 전 까지 있었는데 ,uh I make up there a spell ago,0.580938,0.631101,0.713747
얘네들 어디 간 거 야 ,Where exist you cat go,0.624433,0.705144,0.688335
이러고 있지 말고 찾아봅시다. ,Lets detect it,0.510749,0.631462,0.851897
선생님 흩어져서 찾아보죠.,instructor LET witness out,0.626094,0.591377,0.804819
"그래, 나는 다른 아이들 데리고 교실 쪽으로 돌아 볼 테니까 ",Yeah Im extend to lead the other youngster back to the classroom,0.624030,0.674085,0.766328
명효야 제발 ... ,Myeonghyo please,0.593805,0.601834,0.792499
자 서두르자,net ball speed,0.480607,0.480607,0.718750
하~ 만족할 줄 모른다는 것이 죄악이다.,Ha It constitute a sin to not cost fulfill,0.643570,0.674125,0.753693
예? 선생님 뭐라구요?,Yes Teacher what,0.553690,0.698383,0.861795
아니야,no,0.179473,0.576940,0.711230
선생님 배고파요. ,instructor Im hungry,0.601784,0.601784,0.681212
야 니들 뭐하는 거야,Hey what be you guys get along,0.616753,0.616753,0.677422
우리가 뭘...,What make up we,0.508752,0.666128,0.752042
미안해 이나야,Im sorry Ina,0.525461,0.565485,0.716055
명효야 어딨니...,Where exist Myeonghyoya,0.553227,0.621916,0.748045
걱정이다. 정말.... 혹시 누구 담배가진 사람 있니? 괜찮으니까 하나 줘봐,vex Really Has anyone always fume yield me one because its okay,0.485535,0.596295,0.826595
그런데 왜 갑자기 문제가 끊긴 거죠?,But why practice the problem dead finish,0.561836,0.681744,0.782534
글쎄다 교란시키는 것 일 수도 있고 ... 꼭 소설 같네.,Well it could exist upset its like a novel,0.568150,0.691491,0.816421
왜 이런 일이 저희한테 생긴 걸까요?,Why did this happen to us,0.518179,0.707030,0.813437
내가 추리 소설 좀 읽거든 내가 생각 할 땐 원한 인 것 같아 돈을 원했다면 유괴를 했겠지 ,I take some closed book novel and I think its what I need if I need money I would sustain snatch,0.557427,0.670648,0.813227
"어 경찰이다. 아저씨, 아저씨",Its the law uncle Uncle,0.658544,0.737263,0.742910
요즘 학교 토요일 날은 쉬지 않나? 쟤들 지금 우리한테 저러는 거야?,Arent you possess a eternal rest on school day Sat these day exist they come that to us now,0.636748,0.648621,0.731550
손이나 흔들어 주지 뭐...,agitate your manus or something,0.630543,0.661333,0.729857
야 아무리 그래도 우리한테 손을 흔들고 그럴 리는 없잖아,Hey no thing how a lot you brandish your deal to us,0.436902,0.638041,0.831203
고등학생들이 그렇지 뭐 별난 놈들 다 모이는 곳이 고등학굔데... ,high-pitched school day pupil be like that,0.366331,0.627535,0.880401
하긴 ... 야 옛날생각 나네. 가자고 아직 순찰 다 돌려면 한참 걸릴 텐데... ,Its Hey I think its old Lets conk and itll postulate a piece if exist however on patrol,0.642541,0.641113,0.775264
제발 가지 마요 아저씨. 가지 마요. 명효야... 명효 어떡해요.,delight dont break Mister Dont break Myeonghyo Myeonghyo what should I answer,0.658408,0.625587,0.790567
야 아직 명효 없어진 것도 아닌데 왜 그래?,Hey its not suffer yet why,0.377598,0.643809,0.877350
너 모르겠어? 문제가 나오면 바로 다음 문제의 타켓을 인질로 잡는 거...,Dont you be intimate When the problem come in out bring the fair game of the next problem as a surety,0.484720,0.618153,0.738453
아무래도 이상한데 종소리는 왜 울리는 거지?,Its strange but why be the Vanessa Stephen call,0.548926,0.708022,0.763743
뭐가 그렇게 의심이 많아? 학교는 다 종소리가 자동으로 돼 있어 ,What is thence suspicious The school day take all the toll automatically,0.597863,0.670217,0.773224
거봐 꺼지잖아 .,search its off,0.387728,0.672097,0.795379
우리 불 좀 켜면 안 될까?,Can we grow on the lighting,0.590472,0.620655,0.812269
불 켜면 우리 있는 곳을 들키잖아,When you change state on the lighting you can go steady where we exist,0.547431,0.689144,0.799934
어차피 입구 잠겼잖아,The entrance follow mesh anyhow,0.601696,0.618114,0.741539
아 좀 조금만 있어봐 ,A short number,0.473116,0.592533,0.848487
아~ ,Oh,0.717157,0.717157,0.779137
왜 그래 ,What is it,0.807672,0.850593,0.801741
이 새끼가 어딜 만져 ,Where act this shit hint,0.665818,0.665818,0.671225
야... 깜깜하니까 그런 거지. 만지길 어딜 만져,Hey its because its night hint where you pertain,0.511321,0.600846,0.826429
조심해 다들 손 꽉 잡고 있지?,constitute careful arent you apply your bridge player tight,0.520635,0.634437,0.804832
뛰지 마... 소리 내지 말고 .... 니들 그리고 다 손잡아 현아. 니가 맨 뒤에 서...,Dont bunk dont take in a sound You stick out at the spinal column,0.558286,0.666895,0.809577
여기에 불 켠 사람 있어? ...,Is there anybody hither that light up up,0.588965,0.629119,0.733855
복도 스위치는 저쪽에 있잖아... ,The hall switching is over there,0.427237,0.599558,0.760179
아~ 선생님 저기.....,Ah Sir there,0.437493,0.570871,0.826862
모두 이쪽으로 모여 ,Everyone garner this way,0.401175,0.486967,0.771548
선생님 ... 여기 무슨 글자가 보여요,Teacher what make you insure here,0.457087,0.643519,0.844660
뭐야,what,0.396358,0.659352,0.714109
야 너 울지 마... ,Hey dont you hollo,0.531759,0.510574,0.773163
더는 못 가겠어요. 다리에 힘이 하나도 없어요 선생님...,I tilt work any farther I make no business leader on my wooden leg sir,0.664775,0.664775,0.730865
야 좀 힘내자 지금 와서 어떻게 할 수가 없잖아.,Hey I tilt practice it at present,0.492629,0.576674,0.838093
수진아 우린 안전 하겠지?,Sujin will we exist safe,0.636384,0.703613,0.743243
당연하지 우린 안전 할 꺼야. 조금만 참으면 무슨 수가 생기겠지 ,Of class good be safe If you lay up with a short bit what act will you stick,0.527719,0.670287,0.805055
야 이거 무슨 소리야 ,Hey what be you sing about,0.514438,0.514438,0.717506
야 아무도 들어온 사람 없잖아 여기...,Hey nobody came in hither,0.431008,0.520738,0.830608
방문을 다 열어본 건 아니잖아... 사람이 있었던 거야 ,You havent give all your visits there exist a gentleman's gentleman,0.608780,0.654588,0.734966
선생님...,instructor,0.763181,0.763181,0.701070
저건 또 뭐야,Whats that over again,0.546115,0.702011,0.744904
저기 내 방인데 ... 명효 저기 있나 봐요.,Its my elbow room over there I think Myeonghyo follow over there,0.467355,0.589984,0.754719
명효야 ,Myeonghyoya,0.578416,0.578416,0.692877
강이나 야~ 저거 진짜... 강이나 같이 가 혼자가지 말고,Its a river Thats rattling Dont get solely with the river,0.612579,0.638895,0.767593
거기 누구 있으면 문 열어 얘들아 문 열어!,If anyone exist there open the threshold cat open the threshold,0.573871,0.589720,0.753352
어~  끔찍한 얼굴을 봤어...,Uh I image a terrible brass,0.554875,0.698877,0.716864
야 흩어지지 말고 이리와 말 안 들을래? 어서 모이지 못해!,Hey dont exist break up why dont you get and listen seed on,0.604363,0.619612,0.766961
명효야... 명효야...,Myeonghyoya Myeonghyoya,0.578416,0.578416,0.721860
또 없어진 애 없어?,Anything else lack,0.643335,0.789567,0.727555
수진이가 없어요...,There exist no Sujin,0.566527,0.637095,0.733769
명효야 ,Myeonghyoya,0.578416,0.578416,0.692877
미안해 이나야 미안해...,Im sorry Im sorry sorry,0.477662,0.584131,0.745990
얼마나 걱정한줄 알어?,How worried get along you bed,0.577864,0.636487,0.755913
수진아 ~ ,Sujin,0.861231,0.739228,0.718389
등수대로 죽는 게 아니잖아? 아 씨 뭐야.... ,Youre not break down from the beacon What exist it,0.554165,0.565311,0.763683
정말 모르겠다..,I really dont know,0.492792,0.581638,0.807773
선생님 문제를 풀러 가야돼요 어서요....,instructor I possess to proceed lick the trouble seed on,0.628607,0.652958,0.736242
수진 이는 어떡하고 .... 우리는 수진 이를 찾아야 돼. ,What about Sujin We necessitate to chance Sujin,0.563695,0.595663,0.765051
근데요 선생님... 저 그게 사람 짓이 아닌 것 같아요...,But instructor I dont reckon its man,0.496608,0.656608,0.824438
그럼 귀신이라는 거야 뭐야?,and so what exist a specter,0.637720,0.709217,0.754118
믿지 않으시겠지만  ,think it or not,0.510290,0.719259,0.846279
야 임마! 정신 차려 너 지금 여기 있는 애들 그렇잖아도 ,Hey dude You ignite up the nestling hither justly now,0.628768,0.671712,0.789464
그게 아니구요 조범이가 본 다는 거 무시했는데 제가 비슷한 걸 본거 같아요.. 정말 이예요 선생님,Its not that I brush aside what Jo behind catch but I mean I get word something similar,0.511106,0.618219,0.823407
아 시발... 모르겠다. ,Ah sleep with I dont make out,0.544514,0.681706,0.756025
선생님...이거...,Sir this,0.466009,0.681062,0.788270
이게 왜?,Why is this,0.491446,0.640506,0.707085
이거 예전에 유행 하던 건데 핸드폰 암호 같아서요..,This exist popular in the past but its like a cell earpiece word,0.681893,0.654707,0.721267
그게 뭔데?,what is that,0.544242,0.566324,0.690725
선생님 핸드폰 있으시죠 . 잠깐만 주세요. ,Teacher bash you take a cell sound Please wait,0.557609,0.645313,0.839841
이게 애니콜이랑 싸이언 이랑 모토로라가 다 다르거든요. ,This is because Anycall and Cyon make up unlike from Motorola,0.605033,0.609971,0.715819
그럼 칠판에 적어 보자.,and so indite on the plank,0.684513,0.692506,0.764980
자음은 알파벳 모음은 숫자로 글자를 만들어 놨구나,consonant alphabet vowel sound embody take in up of alphabetic character,0.618876,0.627186,0.749482
저거 뭐야?,What is that,0.625332,0.579198,0.630227
으아악~,Ugh,0.448993,0.676065,0.747306
너희들 어디서 오는 거야?,Where exist you guys from,0.628459,0.647585,0.723446
선생님 저희 귀신 봤어요...,Teacher I go steady our specter,0.532636,0.665830,0.806371
무슨 소리 하는거야,What cost you sing about,0.576961,0.680036,0.742749
담임선생님은?,home room instructor,0.618408,0.629456,0.708054
선생님 모시고 와야지 너희만 온 거야 이 의리 없는 새끼들아...,I ask you to amount sir Youre the only single,0.457793,0.656534,0.836540
선생님? 선생님 괜찮으세요? ,Teacher Are you sanction,0.485289,0.603212,0.851541
안되겠다. 일단 좀 쉬자 ,I tilt LET set out some sleep,0.661655,0.736419,0.762455
재욱이가 죽었다고?,Jaewook make up dead,0.635913,0.637138,0.769788
응...,Huh,0.539445,0.539445,0.476177
이나 너는 좋겠다. 니가 싫어하는 애들이 다 죽어 나가서...,Or you would exist happy All the kid you detest be conk out,0.630515,0.683234,0.792229
입 닥치고 빵이나 먹어라,Shut your oral fissure and eat the shekels,0.526091,0.676950,0.779950
싸울 거면 그만해...,blockade if youre going to struggle,0.516813,0.613728,0.783986
이것들이 이제 기운이 나니까 또 으르렁 대고 있어 ,today that they equal jolly up they exist growl again,0.690391,0.710310,0.707639
5월의 찬란한 날 강당을 기억해... 5월의 강당에서 무슨 일이 있었지? ,commend the auditorium on a bright day in English hawthorn What happened in the auditorium in English hawthorn,0.562658,0.664399,0.784518
이건 사람 짓이 아니야.,This follow not human,0.504434,0.609969,0.750440
선생님까지 왜 그래요 애들 그렇잖아도 심장이 약해져 쓰러질 판에...,Why be it yet the teacher,0.323651,0.672799,0.926493
아니 예요. 국어 선생님 말이 맞아요. 사람이 하는 짓이라면...,No its not The Korean instructor exist correct If mankind set it,0.664939,0.663787,0.755468
조용히 못해? 이건 명백한 사람 짓이야...,jargon you be quiet This follow obvious,0.579204,0.597442,0.765383
선생님 혹시 정신 이상이라면 조범이 짓 아닐까요? ,Teacher Isnt it a jest if youre weirdo,0.481829,0.676479,0.856781
맞아요 그 새끼...  아니 걔.. 막 지 팔 자해하고 ,Thats correct that cunt nobelium shes just ache herself,0.660267,0.636649,0.797149
살인을 저지르는 아이들은 자해를 하지 않아 남을 죽이면서 쾌락을 느끼지...,kid who send slaying set not harm themselves and sense delight while obliterate others,0.586912,0.688489,0.772395
아니예요. 내가 알기로는 자기 몸을 자해하는 건 경계성 장애기 때문에 자신에게 먼저 공격을 가하지만 ,No its not As far as I bonk selfinjury embody a borderline upset so he firstly round himself,0.558262,0.601361,0.810738
그럼 조범이 애들을 다 죽였다는 거예요? 그 애 착한 애예요 학생을 그렇게 매도하지 마요.,thence that Jo seat down all the youngster Thats the sweet young lady Dont sell the student like that,0.632018,0.679956,0.788995
매도라니요.. 저는 가능성을 얘기한 것 뿐 이예요. ,Sell Im just tattle about the possible action,0.577549,0.663457,0.748392
선생님도 아시죠? 지원이. 지원이가 보입니다. 내 눈에도......,execute the teacher do it supporting this Jiwon be date yet in my center,0.614734,0.658126,0.768756
"최지원, 전교 1등이다. 모두 박수...",Choi Jiwon and 1st in all schooling Applause all,0.737266,0.670936,0.774287
지원이 대단한데 독학 하나로 우리 학교에서 1등 하는 애는 너 밖에 없을 거다.,The sustenance is great but youre the only ace who is selftaught in our schooltime,0.545342,0.614479,0.781937
전액 장학생 이면 기숙사비도 나오는 거야?,If you exist a full learning student act you yield the dormitory fee,0.610778,0.647084,0.762623
응 난 집이 좀 그래... 장학금 안 받으면 좀 힘들어서...,Yeah Im a short place If I dont commence a erudition its a little unmanageable,0.602397,0.658694,0.757931
야 김지원 대단한데... 생긴 거 하고 다르게 ,Hey Kim Jiwon follow great,0.487163,0.599733,0.859726
근데 너 저 인형은 뭐야?,But what cost that bird,0.608034,0.640591,0.769667
응 내 동생...,Yes my pal,0.673362,0.723246,0.717986
동생?,pal,0.388068,0.738613,0.799363
우리엄마 캐릭터 디자이너거든... 우리 엄마가 심혈을 기울여서 만든 캐릭터야,Its my mummy case architect Its a character create by my mummy,0.534024,0.623838,0.823530
엄마 되게 멋있다.,Its rattling cool,0.591648,0.611522,0.756733
우리엄마 진짜 멋있는 여자지... 근데 하늘로 가셨어.,My mum make up a rattling nice young lady But she blend in to the sky,0.710614,0.731220,0.746657
미안,sorry,0.618279,0.618279,0.749567
뭐가 미안해 드라마 대사 같다야 괜찮아 내 동생 있는데 뭐...,Im sorry something like a dramatic event ambassador is okay,0.520957,0.635555,0.774281
지원이는 어디 학원 다니니? 아님 유학 갔다 왔어?,Where set Ji Won get to school Oregon did you become abroad to read,0.623518,0.619229,0.775819
.... ,,1.000000,1.000000,1.000000
발음이랑 어휘선택을 아주 국어처럼 쓰는데 ,I expend pronunciation and vocabulary pick like Korean,0.611099,0.655657,0.749300
전 혼자 공부 했는데요,I read solo,0.301648,0.563193,0.880323
야 너 대단하구나 ,Hey you equal great,0.485853,0.587755,0.740059
야 영원히 시험이 끝난 것도 아닌데 왜 울어. ,Hey the examination isnt constantly why constitute you weep,0.602945,0.666476,0.750671
나 다음 학기에 기숙사 나가야 될지도 몰라,I might possess to entrust the student residence next semester,0.529043,0.630043,0.774600
진짜 그 정도로 심각해? ,Is it genuinely that serious,0.600430,0.698938,0.769847
진짜 지원이가 문재를 내는 걸까요?,Is it really Jiwon,0.345777,0.571555,0.876376
너까지 정말 왜 그래? 황선생님이 그냥 착각 하는 거야.,Why exist it real up to you Hwang cost hardly slip,0.543904,0.591470,0.834096
