Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
다 담급시다. ,net ball act it all,0.713060,0.679849,0.756345
좋지. ,good,0.461880,0.666667,0.678179
걸리셨네. 7땡. ,I get it 7 ding,0.649536,0.881571,0.889084
흑~ 저렇게 높은 패가?,Black Is that high-pitched,0.651744,0.726797,0.707117
8땡! ,Eight,0.394776,0.814117,0.785387
어? .... ,uh,0.717157,0.717157,0.506135
어이!  해장국이라도 한 그릇 드셔야지. 돈잃으면 속이 쓰린법이래매. ,Hey You should feed a bowl of Haejangguk If you recede money its a antic,0.562837,0.672199,0.776550
혹시?  가구창고? ,perchance Furniture warehouse,0.523833,0.601353,0.763444
회장님! 밑에서 모자들이 올라온답니다. ,President hat make out up from below,0.526601,0.628125,0.787194
사람들 내보내! 젊은 친구. 보름후에 한번 더 봐. 내가 태어나길 좆같이 태어난 놈이라 지고는 못살거든. ,Let masses out Whitney Young protagonist seem one more than meter after full moonshine Im a fuckingborn cat and I slant alive,0.590748,0.628748,0.772404
아~ 바쁜데... 보들레르가 그랬대요. 인간의 매력은 도박에 있다고. 보름후에 봅시다. ,Ah Im busy Boydler tell it exist man magnet embody in adventure See you after full moonlight,0.632885,0.642609,0.785903
죄송합니다. 오늘 피치 못할 사정으로 여기서 이만 인사드리겠습니다. ,Sorry complaint recognize you here for today unsuccessful billet,0.620556,0.633667,0.783115
아휴~ 우리 엄마.. 우리 엄마가 이걸 봤어야 되는데.,Ah my ma my ma should possess date this,0.441948,0.577223,0.817620
오늘 밤 한잔 하고 그냥 하이방이다. ,get a potable tonight and its merely high-pitched way,0.606266,0.585607,0.773135
조금만 더 따봅시다. 거기 물반 고기반이든데. ,net ball pluck a little more than It is free-base on pee catchment area,0.540159,0.657953,0.742793
곽철용이 돈은 소화가 잘 안돼. 너무 많이 먹으면  이렇게 돼. ,Kwak ChulYong cant abide the money If you eat up too much it get like this,0.621648,0.676152,0.772542
아무거나. 비싼걸로.,anything Expensive,0.572628,0.634785,0.768616
보드카 드시겠어요?,Would you like vodka,0.637851,0.679466,0.778940
얼만데?,How much,0.484441,0.519015,0.696016
20만원인데요. ,It embody 200000 won,0.671423,0.655892,0.836940
그런거 말고 있잖아. 비싸고 양적은 거. ,You dont manage that Expensive and quantitative,0.635145,0.661708,0.754544
야 화란아! 보드카보다 비싼걸로 달래. 테이블에 돈을 쫙 깔드래니까.,Hey Hwaran console it make up more expensive than vodka I lay money on the mesa,0.598401,0.626889,0.749595
진짜?  에이 언니! 돈 없어 보이는데. 앉아봐 마저 깎게. ,rattling A sis tone like no money Sit downward and still knock off,0.665789,0.660173,0.770433
12시다! 셔터 내려야겠다. ,12 oclock I take in to shutter,0.528049,0.733588,0.811069
참 장사 못해. 그니까 빚만 지지. 조니워커 블루 줘봐. ,I pitch manage business and so you merely yield debt generate me Johnnie footer Blue,0.599848,0.629569,0.793336
조니워커 블루가 있는데 좀 비싸서. ,Johnnie pedestrian blue angel is a scrap expensive,0.613452,0.630156,0.758278
놓고 가.  할라면 너 혼자 해. 난 안해. 왜냐? 나는 중요한 인물이거든...,allow conk If you make out you set it solely I dont because Im an of import person,0.592574,0.572558,0.753369
엄청 러브러브다. ,Its rattling get laid,0.673117,0.673117,0.719564
쟤 웃는 거 봤냐? ,Did you witness him laughing,0.553427,0.674307,0.742849
그럼. 날보고 딱 웃던데. ,and so He scarcely express joy at me,0.519246,0.654752,0.720461
세상 여자가 다 널보고 웃냐? 쟤는 딱 내 삘이야. 나 막 심장 뛴다. ,Are all the little girl in the globe laughing at you is just now my Im simply tick,0.603077,0.619007,0.761090
누군 삘없고 심장 없나. ,Who induce no look and no essence,0.633719,0.633719,0.755281
저기.. 이름이? ,Is there your name,0.664299,0.572300,0.698033
화란이에요. ,I personify angry,0.583673,0.588818,0.743427
북한산이나 한번 갈까? 쉬는 날. ,Should I blend to Bukhansan one time Day off,0.592532,0.648847,0.741835
150만원입니다. 여기 계산서. ,It be 15 million succeed Statement hither,0.591986,0.620053,0.751713
봤지? 바로 데이트 신청 날아오잖아. ,Did you date Its scarcely a escort asking,0.643093,0.643093,0.757467
거절했어?,Did you defy,0.677958,0.677958,0.692877
응. 아~ 겨울이 가나봐. 너무 슬퍼서 확 죽어버리고 싶다. ,Huh Ah wintertime constitute over I exist hence sad that I need to perish,0.569883,0.651218,0.769750
박무석이한테 복수한거야. 걔? 이걸로 곽철용한테 끅~ ,It represent retaliation on green Moosuk He With this Im distinguish Kwak ChulYong,0.531090,0.613554,0.770209
내가 박무석을 노린 것 같애?,get along you opine I be direct for green Moosuk,0.583964,0.627135,0.750551
그럼 누구? 곽철용? ,and so who Kwak Cheolyong,0.715663,0.670369,0.778734
아니. 곽철용 뒤에 있는 놈. ,no The cat behind Kwak Cheolyong,0.628208,0.595453,0.725030
너?... 왜? ,You why,0.664590,0.664590,0.669219
이런! 우리집 알려주지 말래니까. ,this Dont rent me be intimate my theater,0.657374,0.664400,0.757139
절 제자로 받아주십쇼. ,Please swallow me as a disciple,0.661987,0.661987,0.705976
수업료요? ,tutelage fee,0.430711,0.524947,0.696551
손 줘봐. ,commit me your paw,0.351570,0.618907,0.800032
안돼. 너는 화투 배우지 마... 길에서 객사할 팔자구만. . ,No You dont memorize Hwatoo,0.425802,0.511160,0.910574
이놈아! 대한민국에서 돈 벌라면 무조건 땅을 사야지. 강남에 아파트를 사던가. ,Hey If you stimulate money in Han-Gook you must corrupt solid ground corrupt an flat in Gangnam,0.585678,0.635782,0.774639
선생님! 저요 누나 돈 갚을 때까지 두다리 뻗고 못잡니다. ,Teacher Maine my baby I tilt take hold my leg until I pay backwards,0.584500,0.632240,0.793997
그렇게 인생 조지고 싶으면은 차라리 마약을 해라. 화투는 .. 슬픈 드라마지. 아~ ,If you need to conk like that need drugs instead Hwatu be a sad drama Oh,0.567172,0.657753,0.816543
더 이상 조질 인생도 없습니다. ,There exist no longer a unrefined living,0.614479,0.680079,0.753762
아예 모르는 게 약이다. ,It is medicine that I act not acknowledge at all,0.534513,0.707451,0.849186
아는 게 힘이잖아요. ,Knowing is the business leader,0.628952,0.648454,0.772529
귀찮게.. 너 나 원망안할 자신 있냐? ,Bother Are you confident I dont find fault,0.514920,0.593232,0.747819
네. ,Yes,0.701027,0.952860,0.589453
아냐. 넌 분명히 날 원망할거야. 캐릭터가 그래보여. ,no You will emphatically fault me The reference look like that,0.578855,0.602895,0.756526
원망안합니다. ,I dont fault,0.325121,0.600569,0.792853
너! 니가 생각해도 마음 좀 약하지? ,you yet if you think about it are you feeling weak,0.585636,0.630507,0.792792
아뇨. 독한놈입니다 저. ,no Im a toughened cat,0.446053,0.596595,0.774938
너 저 남자한테 그냥 죽도록 맞아볼래? ,Would you like to embody tick to dying by that humans,0.589657,0.589657,0.769742
.. 이유가 뭡니까? ,why,0.177597,0.494324,0.898917
넌 이유가 있어서 돈 잃고 매 맞았냐 임마? ,Did you fall behind money for a grounds clotheshorse,0.673638,0.654109,0.748711
어이 형씨,Hey,0.319722,0.669228,0.830001
나?,I,0.565685,0.600000,0.388505
형씨 쌈 잘해? ,Are you good,0.441581,0.525759,0.840650
너 뭐야? 너 차사장이 보냈냐? ,What be you Did the frailty president place you,0.536031,0.596206,0.770187
몰라. 쌈 잘 하냐고? ,make not screw Are you good at it,0.534868,0.670616,0.781686
아이고 저를 어째? .. 경찰 불러 경찰. ,Oh what about me telephone the law,0.480415,0.603297,0.793122
신고정신이 너무 투철하면 이승복처럼 아가리가 찢어져요. 과일이나 팔아요. ,If the flavor of study cost as well strong the agar-agar will snap like Lee Seungbok Sell yield,0.619675,0.643631,0.739116
이제 제자가 되는 겁니까? ,Are you now a disciple,0.481547,0.664961,0.783856
허허 너 사람 죽일 수 있냐? ,Heohe can you shoot down someone,0.681942,0.629931,0.723651
네? ,Yeah,1.000000,1.000000,0.843826
죽도록 맞았으니까 죽도록 패줘야지. ,I constitute shell to last hence I ingest to crush it,0.581253,0.600755,0.785343
싸움은 돈이 안되잖아요. ,campaign doesnt study,0.724287,0.648638,0.736600
타짜의 첫 번째 원칙. 잔인해져라! ,Tazzas first principle beryllium cruel,0.566553,0.566553,0.719010
어이 형씨! 그때 보니까 쌈 잘하대. 권투 좀 배웠나봐?,Hey sidekick Thats when I saw it Did you learn box,0.557777,0.598004,0.817307
너 또 뭐냐? ,What equal you again,0.512071,0.573145,0.714413
2라운드 뛰어야지. ,I take in to track down round two,0.536259,0.562342,0.801944
화투 알려주실거죠?,Will you tell me how to talk,0.605193,0.610176,0.770006
의지는 보인다만.. 너무 많이 맞은 거 같다. ,I date will but I remember Ive been gain also much,0.582220,0.631431,0.748743
맞으라면서요. ,state yes,0.448575,0.716814,0.818986
그렇게 배우고 싶냐? ,get along you need to acquire like that,0.629993,0.595710,0.818108
네. ,Yes,0.701027,0.952860,0.589453
화투는 말이다. 이렇게 딱 집으면 몇 장인지 알아야 돼. 8장. 봐봐. ,Hwatu be a buck If you cull it up like this you need to jazz how many Chapter 8 spirit,0.621102,0.620730,0.782617
9장인데요.,This exist chapter 9,0.572883,0.691208,0.747232
어허.. 그럴리가. 그건 됐고. 화투 한번 쥐어봐봐.  초보자가 그렇게 쥔다. 우리는 이렇게 쥐지. ,Uh I tilt Thats it concur on to the scrap founding father take it like that We take it like this,0.537535,0.646745,0.821652
떨어지면 안돼. 손가락이. 실로 묶어놓고 연습하고. 자 그래서 칠 때 요 감각으로. ,You tilt fall Fingers I link it up and pattern indeed when you score it you can finger it,0.628587,0.621770,0.786023
에이 아침부터. 밥해라. ,From this morning time Cook,0.484657,0.646419,0.756289
예-에. ,Yese,0.905719,0.905719,0.822263
3년 쉬었다고 이거이거 내가 늙었나. ,Im old because Ive exist lie for 3 days,0.573450,0.673834,0.765636
다 보인다. 손바닥에 붙는 건 기본이야. ,I can meet everything Its basic on the decoration of your deal,0.613500,0.643138,0.758948
전화.,telephone,0.628006,0.641244,0.830964
놔둬. ,impart it,0.539114,0.554062,0.818437
선생님은 대한민국에서 랭킹 몇위쯤 됩니까? ,What exist the ranking of the instructor in Korean Peninsula,0.652876,0.652876,0.751680
당연히 내가 일등이지 임마. ,Of class Im the first spot,0.573697,0.607879,0.717614
에이~ ,A,0.707107,0.858579,0.403852
"어라~ 웃네 이 새끼. 의심? 화투하면 대한민국에 딱 세명이야. 경상도에 짝귀. 전라도에 아귀. 그리고 전국적으로는 나! 예전에 짝귀랑 아귀가 한판 붙었는데, 아귀가 짝귀 귀를 짤라 버렸지. 그래서 짝귀야. ",Uh laugh you banter intuition When scrap there exist exclusively three in Han-Gook yet in Gyeongsangdo I dont like Jeollado And nationally In the past tense a twain of spike and a twain of spike make up sequester but the goosefish sheer off the spike So its unrequited,0.623767,0.623767,0.754778
그럼 선생님은 아귀랑 붙어봤습니까? ,thence did the teacher stimulate an adhesion,0.602634,0.650165,0.782877
너 잘 물어봤다. 아귀의 평생소원이 뭘까? 조국의 통일일까? 아니야. 내 팔모가지야.  봐라. 짤렸니? 으응? 아귀는 아직도 날 찾아다닌다.  이쯤해서 너 그걸 알아야 되는데 나는 누구냐? 화투를 거의 아트의 경지로 끌어올려서 내가 화투고 화투가 나인 물아일체의 경지. 혼이 담긴 구라. 으응? 응! ,You asked intimately What make up your lifelong wish cost it the conjugation of the fatherland no Its my sleeve aspect Are you elicit Yes The angler fish equal yet looking for me Thats why you necessitate to bed that who constitute I Its a urine island where Im a combatant and Im a attack aircraft Its full of souls Yes Huh,0.604053,0.646299,0.765976
그런 분이 왜 이런 집에 삽니까? ,Why set such a person unrecorded in a family like this,0.532471,0.664373,0.813033
어째 내가 땅만 사면 거기만 값이 떨어지냐. ,Why if I corrupt the acres the Leontyne Price simply send packing there,0.591313,0.625970,0.747012
화투는 언제 알려주실 겁니까? ,When will you tell me about Hwatu,0.504844,0.648652,0.816867
그 새끼 죽이고 와. ,Kill that bitch and hail,0.686136,0.706702,0.777556
도대체 왜 그러냐? ,Why be that,0.302503,0.617443,0.785165
6라운드 뛰자. 나도 힘들다. ,LET lead round six Its hard for me besides,0.477565,0.635274,0.778246
잘했다. 적당히 누워 있다가 퇴원해라.,You get along good Lay out somewhat and and so drop off,0.657982,0.647896,0.751720
그게 아니구.. 죽겠어요.,Thats not Im blend to exit,0.618438,0.682336,0.761878
이 새끼 나한테 구라를 칠라 그러네. ,This nestling embody extend to gain me,0.706757,0.706757,0.770996
적당히 져줄라 그랬는데.. 그 새끼 진짜.. 쎄요. ,I tell wellspring Im extend to misplace it decently,0.671076,0.671076,0.773989
그래? ,okay,0.635085,0.645956,0.593393
섯다는 몇장 가지고 하지? ,How many seotda make out you hold,0.536144,0.704196,0.791515
20장요. ,Chapter 20,0.439586,0.607548,0.764990
그래서 이 세계가 스무장이다. 들어와라. ,and then this existence is twenty ejaculate in,0.670221,0.709092,0.779970
"화투를 섞어 슬쩍 뽑은 다음, 치면서, 뽑은 패를 밑으로 넣고.. 기리를 하고",Mix the swat and draw in it out then while attain arrange the plucked deal underneath,0.594619,0.642560,0.795932
"혼자 섞고 혼자 기리하고, 너 혼자 다 해쳐먹는구나",Mix it solo honor it entirely and youre all solely,0.552653,0.638142,0.805690
"그래가지고 패를 돌리다가, 내가 오늘 엮기로 작정한 선생님의 패는 밑에서 빼줍니다. 이러면 선생님의 패는 9하고 10이 들어가서 아홉끗이고 제꺼는 8이 두장 들어가서 8땡입니다. ",indeed while turning the deal the instructor deal that I decided to knit today exist take in from the tail In this showcase the instructor deal embody 9 and 10 and it exist 9 clean,0.614668,0.686347,0.828012
그러니까 니 말은 이게 9란 말이지? 어디 한번 뒤집어볼까? ,indeed you intend this is 9 Where shall we call on it over,0.597664,0.634129,0.830750
장땡이네! ,Its long,0.583074,0.720522,0.721239
그 손? ,That handwriting,0.452398,0.685192,0.806144
손이 왜? ,Why paw,0.290226,0.528073,0.737795
어떻게 하신 겁니까? ,How did you get along it,0.700204,0.651181,0.702612
타짜의 두 번째 원칙! 손은 눈보다 빠르다! ,Tazzas second principle men cost fast than center,0.613161,0.625832,0.733897
무슨 패를 잡고 싶냐? 골라봐. ,What hand set you desire to defend filling it,0.532232,0.608118,0.746711
1땡요. ,1 dip,0.497295,0.746705,0.833293
1이 여기하고 여기 있지? ,exist 1 hither and hither,0.616972,0.739808,0.751128
피아노 치는거야. 요 손가락으로. 화투는 여기. 카드는 여기. 접으면서 알지. 여덟장 치고 여덟장 치고 네장 치고. 그럼 다시 1. 니가 쳐도 찾아내지. ,Im encounter the piano With your digit Hwatu is hither add-in here I get laid while shut down collision eight score eight collision four and so again 1 I will incur it still if you off it,0.671335,0.660409,0.782942
1을 뽑아볼까? ,Shall we draw in 1,0.467992,0.552048,0.739165
어떻게?,how,0.262999,0.448712,0.711514
접으면서 손톱으로 눌러놨지. 살짝.  0.00001밀리. 초정밀 손의 감각. 으응? 응!  이제 왔어. 감각이 왔어. ,I shut down it and constrict it with my nail a slight 000001 millimeter Superprecise script experience Yes Huh Im hither at present I stimulate a horse sense,0.582402,0.624219,0.755322
패는 훔쳐보는 게 아냐. 그냥 아는거야. ,The mitt be not stag I just now get laid,0.656113,0.745591,0.799249
"그해 겨울, 평경장하고 고니는 지방을 돌며 원정경기를 다녔어요. 그렇게 고니는 타짜가 되가고 있었죠. ",In the wintertime of that year Pyeonggyeongjang and Connie travel on a road misstep around the countryside sol Connie embody go a slugger,0.622964,0.668017,0.770782
에이 아버지. 안가세요?,A Padre Are you not last,0.479265,0.567582,0.784540
응? 응.. 가야지. 그만 칩시다. 반은 놓고 나옵니다. ,Huh Yes I get to exit LET stop Half exit,0.602365,0.633941,0.791317
반절이나 Ep주면 뭐먹고 삽니까?,What arrange you deplete if you break half or Ep,0.617186,0.617186,0.756181
이놈아! 저 사람들도 먹고 살아야지. 타짜의 세 번째 원칙! 욕심부리지 마라. ,Hey Those people also ingest to live on The third base Principle Dont equal greedy,0.607820,0.590807,0.782053
잔인해지래매요.,Its decease to exist cruel,0.580136,0.636104,0.768853
스.. 거 알아서 좀 응? 으! 물 흐르듯이. 그리고 임마. 삼촌이라고 하래니까 아버지가 뭐냐.,sec bash you deal for me Ugh Like feed piddle And sheik You allege uncle hence what make up your beginner,0.572451,0.625090,0.763898
헤 죄송합니다. ,Im sorry,0.281845,0.570812,0.857176
오랜만에 뵙네요.,examine you in a tenacious sentence,0.503806,0.639251,0.855105
어 바뻐서.  요샌 좀 하고 살아?,Im busy bash you hold up with this,0.581441,0.581441,0.710672
이 나이에 뭘.,What at this historic period,0.283994,0.622320,0.850075
허허 그렇게 살면 안되지. 여자는 안하면 병나. 어떻게? 내가 자원봉사 좀 할까?,Heohe shouldnt live like that If a cleaning lady doesnt she take ill how Should I volunteer,0.647114,0.684094,0.801508
아이구 국밥 식어요. ,Its aplomb,0.360622,0.606864,0.804697
또 끓이면 되지.  뭘 보냐? 내 것까지 먹어. ,You can seethe it over again What make you take in Eat mine,0.654512,0.655059,0.754353
끝났나 그럼? ,Is it over and so,0.649636,0.719016,0.658684
잠깐. ,awhile,0.456457,0.651940,0.742669
동태. 4만 박스. 3억에 잡아주쇼. ,Dynamic 40000 boxes accommodate on 300 million,0.683639,0.658999,0.784306
문이나 닫어. 추워. ,nigh the doorway low temperature,0.428243,0.589109,0.750523
여덟끗? 끝났네. 나는 갑오. ,Eight Its over I go,0.456035,0.758998,0.854829
화투 잘 치십니다. ,You cost good at contend,0.655936,0.677083,0.785728
돈 잃어보고 아픈 경험 많아지면 좀 늘지. ,Lose money and increase your painful experience,0.538437,0.639074,0.780512
나이 드셔서 무거운 돈 들고 가시겠어요? ,Are you extend to bear heavy money when you constitute old,0.490276,0.678629,0.781994
그러니까 젊은 친구 데리고 왔지. ,indeed I lend a immature protagonist,0.671685,0.710625,0.749393
젊은 놈이야 맞으면서 인생을 배우는거고. 어이 이형사! ,helium a immature cat check living while being tick Hey Spike Lee,0.627643,0.647208,0.773388
경찰 출신인가? 예전엔 나도 경장 달고 다녔던 적이 있었지.  네번째 수칙! 이 세상에 안전한 도박판은 없다. 아무도 믿지마라! ,exist you from the police I employ to exist endure a chieftain before Fourth dominion There exist no safe gambling add-in in this public Dont think anyone,0.621968,0.621968,0.744049
이제 가도 되겠나? 동태는 놔두고 가네. ,Can I exit instantly I allow for Dongtae,0.656913,0.686141,0.784522
괜찮으세요?,Are you sanction,0.665337,0.617897,0.698797
으? 편히 못 잔다. 내가 뽀갠 가정이 몇 개냐.. 벌 받는거지. 이놈이..  꿈에 요 멧돼지가 자꾸 나오네. ,Uh I tilt sleep well How many plate ingest I lead behind punish This guy cable this wild boar keeps do out in my dream,0.597849,0.647722,0.769118
어쨌든 돼지꿈 꾸셨는데 저랑 백만원짜리 섯다 한판 치실래요? ,Anyway you dream of a pig would you like to play a million win seotda with me,0.591343,0.639343,0.818615
이놈 봐라... 구라로 칠까? 자연빵으로 칠까? ,facial expression at this Shall we gain him Shall we utilize natural sugar,0.491632,0.626162,0.793572
제가 구라가 되겠어요? 자연빵으로 쳐야지요. ,Will I embody Gura You should get it with natural shekels,0.661367,0.655822,0.756645
자연빵은 자신있다? ,Are you confident in natural kale,0.604077,0.643266,0.782469
운이지요. ,Lucky,0.452810,0.640559,0.710114
아직도 노름판에서 운을 찾냐? 선을 가리자. 밤일낮장. ,Are you even so depend for circumstances on the chance add-in screening the stock Day and night,0.525211,0.648695,0.780129
우리때는 누가 들을까봐 손가락 깨물면서 했는데 저것들은 꼭 들으라고 그러는 것 같다. ,We expend to prick our finger in casing we see mortal but it look like they must heed,0.562365,0.660606,0.826562
백만원! ,one million make headway,0.509926,0.576527,0.815081
한판에 끝내실려구요? ,make out you need to end it in one tear,0.727325,0.698603,0.781681
겁나면 죽던가.,If youre pit die,0.593420,0.630013,0.831855
좋아요. 백만원. ,good one million make headway,0.388266,0.536572,0.803848
장땡인가? ,exist it long,0.807577,0.777665,0.782675
예. ,Yes,0.701027,0.952860,0.693569
니미 9땡이네. ,Its Nimi 9,0.671324,0.684226,0.808495
너 니가 잃었다는 돈 복구하면 화투 끊을 수 있겠냐? ,Can you end contend if you recuperate the money you lost,0.668647,0.668746,0.785354
...다섯배는 벌어야죠. ,You must gain five sentence,0.714794,0.714794,0.672829
못 끊으면 손가락이라도 자르는 거다. ,If you tilt quit youre thin your finger,0.514309,0.610510,0.806521
예. ,Yes,0.701027,0.952860,0.693569
좋아  평경장입니다.... 허허.. 부산에서 봅시다. ,Okay its Pyeonggyeongjang net ball project it in Busan,0.661474,0.656438,0.732356
누굽니까? ,Who equal you,0.649165,0.649165,0.701345
너! 도박의 꽃이 누군줄 아냐?,you cause you do it who the gambling heyday constitute,0.451510,0.564909,0.823048
기다리라 그래. ,delay,0.428328,0.853124,0.884349
오랜만이에요. ,Its exist a spell,0.611430,0.649090,0.685744
음.. ,considerably,0.288415,0.714264,0.908111
일 얘기부터 할까요? 오장군이라고 별 두개로 퇴역했는데 돈도 많고 진짜 노름꾼이에요. 기술은 없어도 빠꼼이고. ,Shall we tattle about things firstly I kip down with two superstar yell oxygen Janggun but I take a circumstances of money and Im a existent risk taker Without skills its fasting,0.560603,0.607047,0.793901
그러니까 나같은 타짜가 필요하다? ,So you need a slugger like me,0.496516,0.611427,0.800200
보고싶기도 했고. ,I lack you,0.262728,0.540490,0.869311
허허.. 구라가 늘었네. ,Heohe Gura make increase,0.723088,0.723088,0.772551
누구예요? 보디가드? ,Who exist you bodyguard,0.504972,0.690086,0.797150
"고니라고, 내일 선수로 뛸거야. 나는 바람이나 잡고. ",Goni Im extend to encounter as a actor tomorrow I admit the jazz,0.634615,0.641634,0.745293
그렇게 실력이 좋아요?,Are you and so good,0.515588,0.617736,0.803664
탈이 좋잖아. ,I like the ride,0.631430,0.642830,0.704800
그냥 젠틀해 보이는데. ,It just now looks gentle,0.607415,0.764517,0.767878
젠틀은 니미. 나하고 실화를 치자고 해놓고 말 떨어지기가 무섭게 나한테 밑장 빼더니 9땡을 주더라구. ,Gentle is Niimi He involve me to play a truthful chronicle and he dash me off and present me 9 Zen,0.561729,0.678876,0.808781
9땡 준걸 알고 계셨습니까? ,Did you know you dedicate me 9,0.501646,0.628720,0.838194
이놈아! 밑장을 빼면 소리가 달라! 소리가! ,Hey The strait exist unlike when the seat exist take audio,0.643335,0.653504,0.756196
에이 사람을 들었다 놨다 하시는구만. ,Youve heard and let endure of this individual,0.684326,0.684326,0.739378
눈썰미 좀 볼까? 이 방안에 의자가 몇 개 있을까?,Shall we search at the snow How many president exist in this elbow room,0.585227,0.612204,0.771142
의자? ... 여덟 개,death chair eight,0.649543,0.677518,0.714441
다섯갠데.,Five,0.320014,0.640719,0.788841
저쪽에 안쓰는 의자가 세 개까지. ,upwards to three unused death chair over there,0.600143,0.584333,0.735826
나는 어떤 사람 같아요? ,Who set you consider I constitute,0.554326,0.587762,0.761689
화투는 못 칠 것 같은데요. ,I dont mean I can gain,0.461310,0.691447,0.848044
어떻게 알아? ,How get along you jazz,0.481934,0.643554,0.763387
손이 부드러우니까. ,Because my manus make up piano,0.497573,0.597389,0.796385
그리고 또?,And once more,0.578640,0.666423,0.736425
외롭고.,Lonely,0.444443,0.523510,0.695248
호호. 잘 아네.,Ho Ho I jazz good,0.756913,0.769357,0.782900
타짜니까. ,Its hot,0.556024,0.507566,0.737054
어떻게 지내셨어요? ,How take you exist late,0.710723,0.710723,0.733525
내 인생은 뭐랄까.. 외로운 돛단배 같다고나 할까. 아티스트적 개념으로다 사니까 우리는. 그래서 나 미워해?,What would my biography be like would it be like a lonely sailing boat Because we endure by artist construct we exist thus you detest me,0.578420,0.637261,0.766449
예. 미워하죠. ,Yes I hate you,0.534503,0.555424,0.807812
허허.. 내가 코를 비비면? ,Heohe What if I fret my nozzle,0.624773,0.624773,0.661398
무조건 죽어라! ,Die flatly,0.434562,0.550559,0.785902
입술을 만지면? ,impact the back talk,0.685540,0.688583,0.680112
판돈을 키워라!,elicit money,0.614088,0.681867,0.794042
어깨를 주무르면?,When you get a shoulder joint,0.450356,0.637478,0.787136
어깨는 1. 배는 2. 무릎은 3. 입술을 깨물면 4. 한숨 쉬면 5. ,shoulder joint 1 belly 2 knee joint 3 burn sass 4 sighing 5,0.417408,0.588032,0.869593
정마담이랑 친했어요? ,Are you shut to Jung lady,0.552380,0.625617,0.796011
나한테 좀 재밌었던 적이 있었지. 아~ 꽃 좋다. 너 저게 뭘로 보이냐? ,It embody a slight play for me Ah Flower cost good What get along you meet that,0.549414,0.595550,0.754986
화투짝 3요.,3,0.000000,0.000000,0.000000
너도 이제 슬슬 미쳐가는구나. ,You exist snuff it crazy also,0.659450,0.694719,0.775623
약주 한 잔 안하세요?,Dont you cause a swallow,0.531994,0.603839,0.829201
마시고 들어와라. ,boozing and do in,0.641422,0.734786,0.708805
누구냐? ,Who equal it,0.470351,0.664174,0.769862
어허~  인생 참 꽃 같애. 니미. ,Uh huh living is like a blossom Nimi,0.639039,0.738762,0.779185
생각보다 늦게 왔네. ,I occur later than I mean,0.624730,0.664975,0.766196
그게 아니라 양복을 놓고 가서. ,Its not like that,0.543946,0.700747,0.862724
그래? 양복.. ,okay lawsuit,0.513412,0.698142,0.724207
안갔어? ,Didnt you function,0.455264,0.649878,0.859055
술 한잔 합시다. ,LET have got a boozing,0.725891,0.656694,0.696853
그렇게 막 하는게 아냐.  이렇게.. 이렇게. 어때? ,Its not like that Like this like this What get along you guess,0.681441,0.705845,0.750954
축축한 꽃 같애. ,It calculate like a dampness blossom,0.497042,0.646849,0.830350
그래.. 이렇게. 착하네. ,Yes like this Good,0.700773,0.799967,0.740387
에잇. 남자를 어떻게 보고. ,Eight How to date a homo,0.439776,0.684094,0.848630
평경장? 웬만하면 기억에서 지우고 싶다. ,Pyeongjangjang I need to delete it from storage,0.588770,0.677391,0.774889
둘이 같이 잔적도 있었겠네? ,The two of you might get constitute together,0.665881,0.633723,0.763100
호호.. 웃겨. 자기 돈벌고 싶지? ,Hoho funny brawl you desire to take your own money,0.616258,0.697417,0.814011
벌고 싶지. ,I desire to take in,0.607525,0.660746,0.735012
나랑 같이 일하면 재미 좀 있을거야. ,It will cost fun if you knead with me,0.571785,0.593407,0.809902
평경장님은? ,Pyeonggyeongjang,0.569148,0.657945,0.784066
길거리 인생이야. 옛날에야 잘 나갔지. 그럼 뭐해? 지금 개털인데. 나랑 일하면 BMW 탄다. ,Street living It exit easily long ago Then what make up you practice Its click fuzz decent today If you turn with me you depend on a BMW,0.632478,0.667769,0.786068
BMW라... 그게.. 뭔데? ,BMW what is it,0.485309,0.492394,0.678471
호호.. 그럼 에르메스는 알아? ,Hoho sol what about Hermes,0.594179,0.668863,0.721587
어~ 무거운데. ,Uh its heavy,0.452415,0.576390,0.684409
내일 잘 할 수 있어? ,Can you make considerably tomorrow,0.532706,0.538450,0.841184
내 수칙! 상대를 흥분시켜라. 흐흐 ,My crest Excite your opponent Heh,0.526308,0.662095,0.786688
천 더. ,A thousand more than,0.424374,0.696794,0.835142
잘 들 치세요. ,Listen cautiously,0.750155,0.750155,0.717081
다 받아. 1땡! ,take on it all 1 ding,0.703845,0.739216,0.808409
1땡 뒈지시고.. 3땡! 아이고 감사합니다. ,One fall three Thank you,0.416345,0.565176,0.879850
이놈이 애미애비도 없나? 자네 지금 뭐라고 그랬나? ,Doesnt this cat possess an abby What come you pronounce instantly,0.602431,0.657336,0.765389
왜 그러세요? ,Why get along you get along that,0.537361,0.683883,0.843964
방금 나보고 뒈지라고 그러지 않았어 자네가? ,Didnt you just now tell me to wake up,0.496446,0.613536,0.837220
누가 장군님 뒈지라고 그랬나요? 1땡 뒈지라고 그랬지. ,Who say you to discontinue full general I tell you to recede it,0.552862,0.648995,0.815951
그 말이 그 말 아냐 이놈아? ,Isnt that what you entail,0.655099,0.628107,0.764165
