Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
냅둬라. 지 몸에 세균소독 한다구 저런다.,allow it solely Its like sterilize the consistence,0.588984,0.632355,0.757242
세균은 얼어죽을 ... 다들 멀쩡한데 뭐 씨발 바이러스가 있다고 ...,The seed will stop dead Everybodys fine but theres a shag virus,0.585196,0.605031,0.790105
위에서 있대면 있는가부다 해야지 어쩔것이여,If you exist from above you have got to set it,0.577231,0.642888,0.761896
아 ... 소독을 했는데도 이 ...  ... 근지럽네 계속 ...,Ah still after sterilization this,0.611189,0.712454,0.796802
그만 좀 ! ... 발 밑이나 제대루 봐.,lay off it tone at your feet or your feet,0.561938,0.569144,0.746541
"그려. 현서 물건 떨어진게 없나, 발자국이 없나 ... 샅샅이들 봐.",Drawn exist there anything that take descend out of the seo no footprints see at them,0.652812,0.668328,0.748673
"근데, 현서가 전화루 좀 자세하게 얘기한거 없어 ? 하수구 특징이라든가 ...",By the means hasnt Hyunseo lecture about the telephone set in detail feature of toilet,0.619818,0.632333,0.772397
그게 음 ... ‘ 큰 하수구다 ’ 그랬지 !,Thats um Its a big gutter,0.614913,0.662469,0.781136
......,,1.000000,1.000000,1.000000
여기 크잖아 ! 여지껏 본 데 중에 젤 커 !,Its big hither Ive date it thence much its gelatin,0.691961,0.678245,0.807943
그래. 이번엔 꼭 찾을꺼 같다.‘,okay I will in spades get it this clock time,0.632378,0.724473,0.770666
잠깐 ! 박강두 ...  나 좀 똑바루 봐 봐,time lag parkland Kangdoo look at me,0.605832,0.533123,0.800614
... ?,,1.000000,1.000000,1.000000
마지막으루 딱 한번만 묻겠는데 ... 현서한테 진짜루 전화가 왔어 ?,Last prison term complaint entirely postulate once Did you genuinely squall Hyunseo,0.626216,0.591378,0.767694
또 그 소리 !,That sound again,0.540656,0.683434,0.705900
현서가 살아있다는게 그렇게 믿기 싫어 ?,get along you detest to think that seoseo make up animated,0.645945,0.696802,0.747156
낸들 현서가 안보구 싶냐 ! 그냥 확인사살 차원에서 ...,Dont you need to take care NANDLE SEO Just to nominate certain,0.610039,0.667709,0.787317
조용 !,quiet,0.673509,0.673509,0.817951
... 현서니 ?,Hyunseo,0.668906,0.824835,0.680964
숙여 !,fraud,0.760263,0.756754,0.665532
쉿 ! ,Shh,0.358579,0.587868,0.694253
뭐야 도대체 ... 저 인간들 ?,What the infernal region those mankind,0.507962,0.700868,0.760173
"... 형, 나 발 축축해",buddy Im wet,0.590392,0.604671,0.841703
그러게 물 밟지 말라 그랬잖아 ... 일루와,I tell you not to pace on it like that Illuwa,0.611212,0.637979,0.800586
와 ! 돈 두 있다 !,Wow There equal two money,0.464456,0.547926,0.785266
그건 그냥 나둬,exactly get out it,0.678457,0.740070,0.779725
왜 ? 가질래 ...,Why I need to get,0.617401,0.658064,0.771829
냅두라니까 ! 그거까지 손대면 절도야 절도 ... 도둑질 ! 알어 ?,exit it entirely If you tinge that its stealing larceny larceny bash you bed,0.655376,0.713554,0.747246
어차피 지금 훔치는 중이잖아 ? ,Youre slip at present anyhow,0.665849,0.643390,0.780927
"세주야, 이건 도둑질이 아냐. 우린 방금 매점서리를 한거야, 매점서리 ...",Seju this embody not a stealing We just set the stand frost the stand frost,0.651767,0.665224,0.759189
그게 뭔데 ? 서리 ...,what be that icing,0.597674,0.664597,0.732999
진짜 모르냐 ? 세대차이 심각하구만 ... 아무튼 !,get along you real not make out The multiplication gap be serious Anyway,0.542437,0.680297,0.814830
우와 ... ,Wow,0.522105,0.813148,0.822263
... 세주야 ... ,Sejuya,0.809591,0.656086,0.669048
뛰어 ! ,extend,0.566200,0.798579,0.779430
꺄악 !,Wicked,0.613198,0.613198,0.749505
... 어 ...  형 !,uh buddy,0.846863,0.846863,0.677515
뭐야 ...  형 ! 일어나 !,What be it brother ignite up,0.445711,0.652413,0.758836
울지마 ... 울지마 ... ,Dont war cry dont war cry,0.504905,0.503863,0.837741
...  ...,,1.000000,1.000000,1.000000
너 혹시 ... 핸드폰 있니 ?,Are you practice you get a cell sound,0.538488,0.703960,0.763475
... 진짜 신비롭지 않냐 ? 이 상황에서 ...,Isnt it in truth mysterious In this situation,0.582081,0.632672,0.756308
빨리 깨워. 시간 없어.,ignite up chop-chop There embody no sentence,0.536610,0.588565,0.808570
잠깐만 냅둬라. 앤 짬짬이 눈을 붙여줘야 돼 ...,allow it a second Anne Cheng need to shut down her eyes,0.498669,0.595025,0.823750
그럼 그냥 여기 놔두구 가자. 어차피 도움두 안되는데.,and so lets exactly allow for it hither I slant aid anyways,0.644727,0.673118,0.757367
니들 ... 잠깐만 앉어봐라.,cat sit down for a second,0.587457,0.639827,0.782546
니들 보기엔 ... 강두가 그렇게두 한심하냐 ? ,To you guys constitute Kangdu and then pathetic,0.554891,0.648321,0.800051
네,Yeah,1.000000,1.000000,0.843826
으유 ... 느그들은 잘 모르겠지만 ... 나는 이런 쫍은데서 하루 종일,Ugh I dont acknowledge about them Ive exist like this all solar day,0.626303,0.693626,0.789660
... ?,,1.000000,1.000000,1.000000
가끔씩 강두 이 놈이 눈빛이 확 - 변할 때가 있거던 ? 뭐시랄까 ...,Occasionally Kang Doo this guys heart exist changingdid he ever exchange What manage you mean,0.541002,0.625210,0.750670
... 거시기 ... 아무튼 말 나온 김에 ! 내 평생 첨이자 마지막으루다가,Dick Anyway while I live tattle Its my first and last liveliness,0.628601,0.649987,0.776194
우리가 말이다 ... 이렇게 오늘날 졸지에 세균 훼 - 미리가 되가지구선,Were peach about it like this the bacteria be on the ascension today,0.579712,0.649868,0.794800
"하기야 ... 성수대교 무너질 때 떨어져 죽은 애들이나, 길가다 장갑차에 깔려",Hahaha nestling who lessen off when Seongsu bridge deck collapsed,0.558348,0.679398,0.799585
... ?,,1.000000,1.000000,1.000000
하여튼 ! 이런 황당한 일들은 그저 한가지 결론밖에 없는겨 !,anyway These absurd thing get only one end,0.476154,0.699527,0.866840
......,,1.000000,1.000000,1.000000
게다가 만일 ... 진짜루 만에 하나 ... 째진 주댕이루 할 말은 아니다만 ...,Besides if its its the only single in the real ru,0.442029,0.635634,0.836955
...,,1.000000,1.000000,1.000000
저번처럼 ... 너 왜 다른 집 애새끼 손 붙잡고 뛰었냐 이 병신아 ... 이딴소리,Like last prison term Why come you campaign into another sign maintain deal,0.512832,0.630870,0.804372
... 나야 앞으로 살아봤자 ...  니들이 평생 애를 짊어져야 되는겨 ...,its me lets live in the future tense you take to gestate your kid all your life sentence,0.631168,0.707780,0.747247
왜 그려 ?,Why tie,0.595821,0.811573,0.730632
... 보는데 ...,I meet,0.511057,0.579528,0.712296
... ?,,1.000000,1.000000,1.000000
우릴 봐 ... 아까부터 ...,feeling at us from before,0.474036,0.530160,0.708345
... !,,1.000000,1.000000,1.000000
쏴 !,Shoot,0.694901,0.694901,0.852758
씨바 ... 총알 ... !,Ciba slug,0.695824,0.722423,0.698784
젠장 ...  총알이 차에 있는 ...,shucks slug in the gondola,0.739831,0.749953,0.736785
트럭으루 뛰어 !,leap over the truck,0.621344,0.621344,0.656510
내껀 ... 한 발 남았는데 ... !,I take in one shot I get one left field,0.562163,0.691771,0.735187
니 총 나주고 !  어여들 뛰어 !,yield me your torpedo Hey startle,0.596612,0.666557,0.749573
아부지 ! 빨리 !,Fatherhood Quickly,0.451793,0.710808,0.781506
니나 빨 리가 !  한 방으루 끝내버릴겨 !,Nina take in net ball terminate one way,0.584905,0.657598,0.801193
일단 일루와요 !,firstly number on,0.619258,0.619258,0.726247
남주 너 ...  차에 들어가 !,Namjoo You choke into the elevator car,0.615933,0.689634,0.829279
괜찮다 ...  ... 움직이는 걸 처음 쏘니까 ...,Its okay because its my first clip affect,0.611361,0.634714,0.734422
일루 와 봐 ... 더 와 ...,add up on seed on,0.532088,0.626174,0.772227
헉 ... !,Ugh,0.552273,0.770455,0.718973
... !,,1.000000,1.000000,1.000000
안돼 - !,No,0.179473,0.587018,0.812882
으으 ... 아부지 !,Ugh Fatherhood,0.427764,0.731202,0.748014
... 아 ... 아 ...,ah ah,1.000000,1.000000,1.000000
아 - 아악 !,AhAh,0.692820,0.688197,0.699045
... 이 ... 이런 씨바 ... 뭐 이런 개깉은 ...,this this Ciba something like this,0.697297,0.719060,0.679755
으흐 ...  ... 어떡해 현서 !,Ugh What get along you make out,0.543663,0.726300,0.784025
.....,,1.000000,1.000000,1.000000
빨리 도망가 !,tally by fast,0.582338,0.602321,0.675691
...,,1.000000,1.000000,1.000000
우리 잡히면 안돼 ! 현서가 기다리는 ... 빨리 가 !!,We slant constitute enamor Hyunseo exist look ecstasy tight,0.651137,0.705478,0.766359
"방역요원 부상, 괴생물체 기습으로 방역요원 부상 ...",Injury of quarantine personnel upgrade of quarantine personnel and accidental injury of quarantine personnel,0.470925,0.605299,0.841740
이봐요 ! 거기 !,Hey there,0.207642,0.517963,0.793226
으아 ! ... 그 !,OMG That,0.510875,0.626743,0.691202
... 보 ... 보균가족 ! 도주 보균가족 발견 !,Bo Bogyun category Escape Bogyun kin,0.612207,0.685486,0.787394
빨리 응급차 불러 !,call in the exigency machine quickly,0.558183,0.692867,0.802660
네 !,Yeah,1.000000,1.000000,0.843826
누드 김밥 !,Nude Kimbab,0.720122,0.846804,0.893358
천하장사 소세지 !,Chuansha Sausage,0.636965,0.717072,0.807439
삶은 계란 ! 떡복이에 들어있는거 ...,churn nut Whats in the bokbok,0.494057,0.643443,0.810205
가게집 짜장면 ! 배달시킨거 말고 ...,shop class theater Jjajangmyeon Not the pitch,0.607696,0.672993,0.764557
크으 ...,Big,0.744772,0.744772,0.708187
우리 나가면 짱께집부터 가자.,When we exit out lets get to the star sign,0.689902,0.672804,0.784005
"오케 ... 아니, 난 나가자마자 황도부터 먹을꺼야.",OK nobelium Im get to exhaust from the zodiac as presently as I blend in out,0.488903,0.637932,0.809166
황도가 뭐야 ? 쭝국요리 ?,What personify the ecliptic subject cuisine,0.466671,0.532757,0.822365
진짜 황도를 모른단 말야 ?,You dont bed the real zodiac,0.566606,0.597396,0.785810
... ,,1.000000,1.000000,1.000000
야 ... 세대차이 엄청나구만 ...,Hey the genesis gap is huge,0.606416,0.608091,0.717364
와 ! ,Wow,0.900000,0.900000,0.843826
잠깐 ...,time lag,0.705719,0.705719,0.817797
왜 ?,Why,0.776393,0.776393,0.843826
... 온다 !,hail,0.679191,0.699634,0.568624
... 왔어 ?,Im hither,0.420161,0.476115,0.770618
쫄거 없어,goose egg,0.554121,0.588805,0.763132
... 오케. 또 한 명 나온다 ...,Okay Another one hail out,0.639569,0.578953,0.707836
진짜 ?,rattling,0.627597,0.696040,0.764061
이번엔 반드시 ... 잘 터지는 최신 핸드폰 오빠가 뚝 - 떨어진다 ...,This sentence certainly The late jail cell headphone sidekick dad good,0.664478,0.701292,0.757254
...,,1.000000,1.000000,1.000000
얼굴두 잘생기구 머리는 조막만한 오빠가 ...,The caput of both handsome present has a little sidekick,0.619117,0.619117,0.705952
자 ... 나온다 ... 잘 터지는 오빠 ...,Now its total out your down pal,0.670298,0.670298,0.794458
... ? !,,1.000000,1.000000,1.000000
안 돼 !,No,0.179473,0.587018,0.812882
... 아빠 ...,dada,0.318303,0.683772,0.772340
... 현재 그 탈출한 보균자 가족 중 일부가 아직도 행방이 묘연하구요.,At present some of the escaped folk of common carrier comprise still leave out,0.519910,0.616851,0.803064
네 ... 그 맥락에서 전격적으로 이 ...  ‘에이전트 엘로우’ ... 맞죠 ?,Yes In this setting this exist Agent Yellow right wing,0.667273,0.743817,0.810456
그렇습니다. 이 ‘에이전트 엘로우’ 라는 것은 ... 원래 미국이 90년대 후반부터,Thats decent This Agent Yellow exist earlier the United province from the late 90s,0.651145,0.701854,0.756792
도주 보균자 가족> 전염병 예방법 위반 / 공무집행 방해 / 현상금 1000만원 ...,take flight household extremity misdemeanor of infectious disease prevention methods step in with public instruction execution amplitude 10 million get ahead,0.494862,0.602413,0.826089
그릇 문 옆에 있어요 ! 본인 왼쪽에 ...,Its next to the stadium door To the left field of yourself,0.562263,0.698252,0.783994
... 아 네 !,Ah yes,0.784376,0.923725,0.692090
... 사장님 그럼 전 이만 ...,The chief and so Im not,0.558462,0.719406,0.780145
아이구 네 ... 저기 파출소장님께 안부 좀 ... 내 한번 들른다 들른다,Hey yes Say howdy to the police force foreman over there end by,0.536100,0.626125,0.763843
아이구 희봉아 - 이 지지리 복두 없는 놈아 ... !,Im Hee Bongah,0.250740,0.595378,0.899199
......,,1.000000,1.000000,1.000000
그나저나 현서는 ? 찾는다구 그 난릴 피더니만 !,By the style seo Im look for that but Im exactly eat him,0.685874,0.665427,0.721132
... 현서 ... 현서는 사실 애초부터 씨발 ...  강두형이 원래,seoseo seoseo in reality sleep with from the rattling beginning,0.624489,0.699370,0.750400
뭔 소리여 ?,What exist you sing about,0.553039,0.623121,0.776468
지 할아버지두 하늘나라에 갔으니까 ... 같이 잘 있겠지 ...,G granddaddy both blend in to heaven then theyll cost in concert,0.670868,0.689719,0.764400
아저씨 총 좀 ... 젤 쎈걸루 딱 하나만 ! 내 더 이상 민폐 안끼칠게 !,Misters gun scarce one gel Im not decease to desolate any more than,0.600552,0.640196,0.773398
야 임마 ! 니가 무슨 총질을 하겠다구 그래 ?,Hey dude What be you get to take,0.487864,0.584582,0.848803
그럼 이 사람들 좀 불러줘요 !  ,and so yell these people,0.512510,0.637764,0.812177
진정하구 ... 너 일단 좀 앉어봐 ...,Calm down and sit down down first off,0.610601,0.595913,0.769141
아저씨 나 사흘 안에 그 짐승 잡아 죽일꺼거든 ? 딱 사흘 안에 작살내구,Youre go to get and defeat the beast in three day I simply harpoon it in three days,0.575070,0.610518,0.783251
정신 들죠 ?,Are you tip over,0.515274,0.577737,0.747941
......,,1.000000,1.000000,1.000000
최신형 베레타예요. 자세 연습 쪼금만 하세요.,Its the latest Beretta cause a little snatch of posture praxis,0.640332,0.640332,0.771157
전부 ‘토리’ 예요. 잘만 쏘면 토리 한발루 코끼리두 죽습니다.,Its all tore If you inject good two elephants will exit,0.476130,0.655296,0.813411
그리구 이거 ...  하루 세 번 식후 30분에 두 알씩.,And this three pill three fourth dimension a solar day half an minute,0.643201,0.623479,0.740406
시간이 없거든. 빨리 가방 매요.,I dont get sentence Fasten the bag,0.670971,0.690733,0.748067
사장님 전화한지 벌써 몇 분 지났어요. 일분 내루 경찰들 몰려와요.,Its cost a few instant since my foreman yell me constabulary come over in a minute,0.559199,0.622127,0.750033
... !,,1.000000,1.000000,1.000000
얼마 안되요. 급할때만 써요.,Not much I utilize it entirely in a precipitation,0.473566,0.671771,0.815803
...  저기 ... 이름이 ?,over there your name,0.494696,0.538366,0.742875
으아아악 -,Awha,0.301939,0.547266,0.746298
진짜루 마취제 정량 놨다말야 ? 근데 저래 ?,get along you possess a substantial anesthetic Zen But what,0.636552,0.673154,0.748499
분명히 투여했슴다. 그리고 한시간 지난겁니다.,It be definitely deal And its constitute an minute,0.570387,0.660546,0.819039
......,,1.000000,1.000000,1.000000
뭐야 그럼 ? 어쩌란 말야 ? ... 조직검사 당장 끝내야 되는 판에 ...,What be it and so What set you mean to the shell that take to be end instantly,0.615701,0.618808,0.761809
사실 본인은 ... 검사를 할테면 하라구 그러거든요.,in reality Im Im say you to make the mental testing,0.544029,0.669279,0.799967
생살을 쨀테면 째라 ... 마취만 말아다오 ?,When it get to liveliness dont you Dont hardly anesthesia,0.542039,0.633169,0.773288
으 - 아아 - 아으으윽 !,Uhahahahuh,0.365776,0.365776,0.575451
도대체 왜 저런다니 ! 왜 ! 왜 ! 왜 !,Why be you set that Why Why Why,0.419829,0.548674,0.782949
......,,1.000000,1.000000,1.000000
마취를 해주면 눈감구 자지 왜 안자구 지랄이야 ? 왜 ! 왜 !,If you set anesthesia why dont you log Z's with your center shut Why Why,0.547374,0.611498,0.773747
전화오면 나간댑니다.,phone me when you get,0.403543,0.531862,0.814688
뭐 ?,What,0.511696,0.511696,0.800700
손에 쥔거 함 보세요 ...,smell at what you harbor in your hand,0.549925,0.582670,0.768504
... 왜 저래 ?,Why is that,0.707805,0.716497,0.701136
안자구 나간다구요. 환생한 딸 만나러 ...,Im not get out To contact a reborn girl,0.466904,0.592328,0.802307
Oh my god ! What's this ? 맙소사 ! 이게 무슨 ...,Oh my god Whats this Buckeye State My Supreme Being What be this,0.489610,0.643859,0.778586
eh oh ... well I guess it is 이게 저 ... 상황이 ...,eh oh well I guess it exist this,0.665198,0.712728,0.802496
Oh no ... let's stop it first ! 일단 좀 중단합시다 !,Oh no net ball end it first let end a short,0.646319,0.644738,0.814900
잠깐 스톱.,check for a minute,0.550614,0.612956,0.744504
Mr. Park ! I heard your daughter is alive ...,Mr green I see your daughter exist animated,0.641520,0.680254,0.724259
박강두씨 당시 딸이 살아있다면서요 ?,You allege your daughter cost animated at that fourth dimension,0.572621,0.674039,0.738060
Are you serious ?,Are you serious,0.625819,0.625819,0.693507
진짭니까 ?,Are you serious,0.544975,0.544975,0.672661
... 예 ... 내 딸이 지금 강변에 하수구에서 날 기둘리 ...,Yes my daughter make up instantly speed out of the toilet on the riverside,0.592464,0.654204,0.772613
Yes. My daughter is waiting for me in the dark ditch of Han River.,Yes My daughter exist waiting for me in the dark ditch of Han River,0.653012,0.670039,0.744042
Jesus ! Why didn't you report to the police or the military ?,Jesus Why didnt you account to the constabulary or the military,0.741594,0.663113,0.723262
아니 왜 경찰이나 군대에 알리지 않았습니까 !,No Why didnt you narrate the law or the regular army,0.584557,0.578745,0.760701
...  ... 그게요 ...,thats it,0.752860,0.752860,0.729342
Haven't you thought of talking to TV station or any kind of,Havent you thought of talking to TV station or any kind of,0.644451,0.755412,0.775832
방송국이나 인권단체 같은데라도 얘길 좀 해보지 그랬어요 !,I didnt require to babble out about it yet at a send station or a human right field system,0.576577,0.633608,0.767293
그게 ... 그게 ...  아무도 ! ... 내 말을 안들어줘 !,Its its nobody dont listen to me,0.564890,0.720320,0.835566
Because nobody fuking ! listen to me ...,Because nobody fuking listen to me,0.610758,0.651614,0.817036
그러게 내 속이 지금 씨 - 커멓게 썩어 문드러져 !,Thats how my belly make up right nowits rotten and chafe,0.689780,0.637939,0.745697
......  음 ...... so my heart is ... you know ...,and so my meat exist you know,0.639885,0.688489,0.803447
으흐흐흑 현서야 ... 아빠가 미안하다 ... 흐흑 ...,Its uhhyeongseo Im sorry for my beginner,0.599759,0.561586,0.793333
역시 바이러스가 뇌에 침투한게 맞네요. 아까 얘기했던 대로,After all the virus make get across the nous As I state before,0.576926,0.650224,0.773227
그렇죠 ?,right wing,0.566774,0.629396,0.712296
전두엽 쪽에 바이러스가 있는게 확실합니다. 그렇지 않고서 과거에 정신,It is well-defined that there is a virus on the frontal lobe Otherwise it is a smell in the past,0.667768,0.667768,0.736055
맞아요. 자기가 만든 망상세계에 완전 백퍼센트 몰입한 상탭니다.,Yes Its a 100 immersive pillage in the mankind of head game you establish,0.573748,0.683216,0.797693
역시 이 사람 뇌가 유일한 희망입니다.,Again this human Einstein is the only promise,0.614228,0.614228,0.708462
예 ?,Yes,0.701027,0.952860,0.693569
바이러스가 이 속에 꼭 있을겁니다 ...,Viruses must cost in this,0.529660,0.677852,0.788041
뭔 얘기죠 ?,What exist you tattle about,0.542882,0.621490,0.804405
모르셨나 ? 어제 사망한 미 8 군 도날드 하사관 사체부검에서 바이러스가,Did you not make love computer virus at a Corporal Autopsy of Sergeant Donald one-eighth who go bad yesterday,0.541107,0.616513,0.769694
오 ...,Five,0.161017,0.244386,0.562551
외부에는 아직 비밀로 하구 있구요. 조사팀 소수 핵심멤버들만 알고 있는,There be still a secret outside entirely a few key fellow member of the inquiry team get laid,0.610412,0.625348,0.772345
... 노 바이러스 ? ...,no virus,0.580767,0.656375,0.671428
음 ...  아마도 초기 과정에서 오류가 좀 있었나,Um perchance there cost some wrongdoing in the initial appendage,0.549982,0.651076,0.774763
하하 ... 어쩌죠 ? 지금 바이러스 땜에 온 나라가,Haha what Because of the virus the whole nation,0.644717,0.653479,0.711950
그러게요. 에이전트 옐로우 살포 일정까지 다 잡혀있는데 말입니다.,Iknow rectify The factor yellow crop-dusting schedule is all upwardly to date,0.590948,0.638141,0.770691
너무 걱정 마세요. 이 사람 뇌에서 꼭 나올겁니다. 바이러스가 ...,Dont interest also much It will descend out of this human psyche Viruses,0.618746,0.610380,0.734857
물론이죠 ! 물론 전두엽 조직검사를 진행합시다. 보다 적극적인 조사가 ,Sure Of path net ball get along a frontal biopsy A more active researcher,0.487743,0.629034,0.811757
... 바이러스가 없구나 ?,constitute there no computer virus,0.448200,0.555737,0.794998
... !!,,1.000000,1.000000,1.000000
... ?,,1.000000,1.000000,1.000000
그치 ? ... 바이러스가 없는 거지 !,Is not it no virus,0.481492,0.712462,0.793264
야이 씨 - 이발 바보 새끼들아 ! 이거 안 놔? 손 안치워 ?,YaiHaircut take in Dont you set this Dont you lay your custody off,0.531815,0.589639,0.773791
진정하세요. 머리 움직이지 마시구 ...,chill out down Dont proceed your head teacher,0.568135,0.609074,0.781883
헛지랄 그만하고 이 씨발것들아 ... 있지도 않은 걸 이 개지랄을 !,period fussing and fuckin this you dont yet get this fucking,0.604019,0.729705,0.805285
현서야 !,Hyunseo,0.668906,0.889480,0.686526
혀 - 언 - 서 - 야 !,Tongueunstandinghey,0.526843,0.640746,0.762017
뭘 이렇게 많이 만드나 ? 뭐에다 쓰게 ?,What get along you take hence much What arrange you publish for,0.578687,0.568333,0.774057
짐승들이 원래 불을 무서워하잖아요.,The beast be originally afraid of blast,0.526411,0.620085,0.755244
짐승 ?  데모에 웬 짐승 ?,animal What animal on the demonstration,0.506435,0.682563,0.837029
그게요 ...  ... 그동안 텅 비었던 고수부지에,Thats in the empty solid ground,0.610211,0.635629,0.782888
따라서  여기 꼭 나타난다 ? 그 놈이 ...,So it must come out hither That cat,0.606663,0.636619,0.746450
그러쵸. 백 퍼센트.,decent Hundred percent,0.640548,0.704560,0.733903
아주 도사구만 ... 손이 안 보인다 손이 ! 딸딸이 저리가라네 그냥 ...,Its exactly a brand I pitch meet my deal Jerking aside scarce,0.572180,0.619846,0.774001
내가 잘하는게 이것 뿐이 없어요.,This exist not the only thing I make easily,0.641390,0.671247,0.740146
그러게 공부를 좀 그러케 열씨미 했으면 ... 요 극렬 좌경 빨갱이 새끼야,If youve comprise thence keen on meditate like this Yo youre a sissy son,0.572229,0.703729,0.818512
"나, 아테네올림픽 화염병 남자개인종합 금메달리스트 ...",I Athens Olympic Games men Individual Gold Medalist,0.545825,0.643111,0.791427
저거 봐 ! 괜찮다니까 !,Look at that Its okay,0.543266,0.658317,0.854387
... 그래두 ...,but,0.507107,0.589322,0.706271
세주야. 이 기회를 놓치면 왼전히 끝장이야 ...,Seju If you lack this chance its all over,0.555825,0.638221,0.805772
무서워 ...,Im pit,0.499751,0.422207,0.678150
잘 봐 꼬리에서 등짝위루 ... 몇 발짝만 뛰면 줄이 딱 잡혀 ! 순식간이라니까 !,tone carefully From the seat to the backwards Just a few whole tone the pedigree embody perfect Because it cost in an second,0.548445,0.609218,0.762630
...  ...,,1.000000,1.000000,1.000000
하루종일 이렇게 간다 만다 싸우다가 벌써 몇 시간째야 ?,I choke all day like this How many hours stimulate you already been struggle,0.659240,0.614172,0.774738
...,,1.000000,1.000000,1.000000
시간만 이렇게 질질 끌다가 제 잠에서 깨면 어쩔래 ? 저쪽편 시체들은,What if I tangle this sentence out and arouse up from my sleep The body on the other side,0.629077,0.699794,0.746372
그냥 이 속에 있음 되잖어 ...  구멍 속에 있자 계속 ...,Its exactly in this LET check in the yap,0.573209,0.726024,0.807319
소용없어 ... 아까 생각 안나 ? 너 꼬리에 잡혀서 끌려나갔잖아 ...,No function vernacular you recall of it before You obtain trance in the seat and take out out,0.556743,0.673510,0.754299
...,,1.000000,1.000000,1.000000
아깐 저 놈이 그냥 장난치다 놔준거야 ... 우릴 먹으려구 마음만 먹었으면 ...,Because he simply lease me act I hardly want to wipe out us,0.437470,0.594913,0.827048
...  좋아 그럼 ... 이러케하자,okay and so allow get along this,0.606260,0.634440,0.761298
... ?,,1.000000,1.000000,1.000000
누나가 먼저 뛰어가서 저 줄을 잡으께 ... 줄을 타고 위로 올라가서 ...,My baby will melt firstly and captivate that crease direct the business and belong up,0.566592,0.613732,0.763777
... 줄을 위로 끌어 올린 담에 이 쪽으로 가지고 와서 너 한테 내려줄께 ... ,Im run low to lend this upwardly to the wall with the Mexican valium upwardly and sink it off to you,0.589414,0.625696,0.773936
... 손이 안닿잖아 줄이 짧아서 ...,You slant reach out because the crease equal short,0.531060,0.592489,0.781909
누나 교복이랑 치마랑 있잖아. 이거라두 더하면 돼지 어때 ?,You own a schooling uniform and a dame How about a fuzz with this,0.566552,0.612361,0.784542
...,,1.000000,1.000000,1.000000
... 알겠지 ?,get down it,0.697917,0.770985,0.777175
... 이때쯤이면 ... 아빠가 올 줄 알았는데 ...,By this sentence I recall daddy would get,0.658770,0.652904,0.757117
... 뭐 ?,What,0.511696,0.511696,0.800700
무서우면 가지마 누나 ...,Dont proceed if youre daunt,0.666786,0.666786,0.764127
남주야 ...,Namjoo,0.777542,0.640630,0.792499
찾았어. 엄청나게 큰 하수도야. 지금 들어가고 있어.,I ground it Its a huge sewer Im entry today,0.517375,0.626008,0.814323
... 어디냐 ?,where exist you,0.432699,0.668706,0.765926
원효대교 북단 바로 아래. 핏자국을 따라서 들어오면 ...,scarcely below the northern remainder of Wonhyo span When you fall out the bloodstain,0.557349,0.580300,0.753115
아 - 악 ,Ahevil,0.385212,0.546791,0.719580
......,,1.000000,1.000000,1.000000
나가자 ...,net ball conk out,0.485586,0.740656,0.853683
바닥에 엎드려 ...,Get downwards on the base,0.553496,0.641949,0.719108
"배에 힘줘, 들",Boost your breadbasket study,0.515980,0.654035,0.843023
앉어 씨밸넘들아 세균범벅되기 싫으면 ...,Sit down sea equilibrium if you dont need to equal bacterial,0.628751,0.608268,0.748923
"니네 바이러스 좋아하지 ?  자, 바이러스 !",set you like your computer virus directly the virus,0.562554,0.585291,0.774672
한 새끼라도 따라오면 ...  그 즉시 쑤신다 !,If still one kick accompany he instantly clean it up,0.617807,0.655917,0.751247
원효대교 !,Wonhyo bridge deck,0.692316,0.652218,0.845192
아 ... 좆나구 무겁네 ...,Ah its shag heavy,0.531743,0.648385,0.756028
... 이 시간에도 속속 인파들이 집결하는 가운데 한총련 소속 대학생과 녹색연한 및,At this sentence while the gang gain one after another the university scholar from Han Chongryun and the immature brightness and,0.588796,0.608346,0.741332
... 현서니 ?,Hyunseo,0.668906,0.824835,0.680964
... 혀 ... 현서야 ! ...,spit seo,0.459002,0.705499,0.746414
혀 ...,spit,0.528759,0.768012,0.795566
... 아 ... !,Ah,1.000000,1.000000,1.000000
뭐야 ... 너 ...,What be you,0.469585,0.469585,0.669524
... 이 ... 이게 ...,this this,0.717937,0.832149,0.606792
"야, 너 ...",Hey you,0.438002,0.438002,0.526699
......,,1.000000,1.000000,1.000000
너 ... 너 여기 혼자 있었어 ?,You exist you solely hither,0.670619,0.705620,0.746080
...,,1.000000,1.000000,1.000000
누나 ... 중학생 누나 있었지 ! 그지 !,Sister There was a junior high-pitched school day sis Yes,0.551007,0.617124,0.785439
어딨어 ?,Where exist you,0.377297,0.687661,0.751247
... 현서 누나가 ...,seo sis,0.460121,0.627004,0.791135
그래 ! 현서 ! 박현서 !,okay Hyunseo parking lot Hyunseo,0.595747,0.607999,0.752633
아 ......,Ah,1.000000,1.000000,1.000000
어딨어 ! 어딨냐니까 ! 현서 !,Where exist you Where exist you Hyunseo,0.577226,0.638110,0.764307
밟으면 어떡해 ...,What if I ill-use on it,0.624179,0.641134,0.753968
... ? ! ,,1.000000,1.000000,1.000000
으으 ... 아 ... 아 ... 아 ...,Ugh ah ah ah,0.903431,0.903431,0.838758
